gene,pval
NM_001002926.2,-0.318387051093414
NM_001003.3,1.11438220843859
NM_001003395.3,0
NM_001003652.4,0.16228616353708
NM_001003678.3,1.33301086691245
NM_001003684.2,0.989207387605742
NM_001003690.2,-0.173168431917824
NM_001003699.4,0.346046939375844
NM_001003700.2,0
NM_001003716.4,-0.810546940697564
NM_001003745.2,-0.530190428432814
NM_001003760.5,-0.741767513269549
NM_001003785.2,-0.100830569775502
NM_001003789.3,-0.420570311457097
NM_001003795.3,-0.273071279683218
NM_001003796.2,0.538920444957364
NM_001003803.3,0.0139604859871375
NM_001003805.3,-0.0750954753541378
NM_001003811.2,-0.600180353371241
NM_001003818.3,0.281834525578719
NM_001003827.1,0.463550630328856
NM_001003828.3,0.63115761554032
NM_001003927.3,0
NM_001003931.4,-0.100830569775502
NM_001003938.4,-0.100830569775502
NM_001003941.3,0.0367732996816802
NM_001004.4,1.78023439001927
NM_001004023.3,-0.372652041512911
NM_001004064.2,-0.405120259485687
NM_001004067.4,-0.354643144107273
NM_001004125.3,0.927127600196325
NM_001004127.3,-1.30540871446886
NM_001004135.2,-0.431957992182125
NM_001004301.4,-0.992376807327724
NM_001004304.4,3.21557530935745
NM_001004308.3,0.0264706115110844
NM_001004309.3,-0.466463237290639
NM_001004313.3,-0.366568465869346
NM_001004316.3,0.373307990985341
NM_001004317.4,0.127096882299042
NM_001004318.3,-0.207084671833369
NM_001004320.2,-0.442236268236335
NM_001004329.3,0.320672572402058
NM_001004333.5,1.11634878017287
NM_001004339.3,-0.122620396170513
NM_001004341.2,0
NM_001004343.3,1.96894951255186
NM_001004351.5,-0.100830569775502
NM_001004354.3,-0.541353977395527
NM_001004419.5,0
NM_001004431.3,0
NM_001004434.3,-0.518960210053297
NM_001004439.2,1.72811758796438
NM_001004451.1,0.333756308564732
NM_001004454.2,-0.319619420966514
NM_001004456.2,-0.970113491071299
NM_001004458.4,0
NM_001004460.2,0.0354143714804966
NM_001004462.2,-0.101643914159131
NM_001004466.2,0.105596484023788
NM_001004470.3,0.151524294639834
NM_001004476.2,1.05490043318847
NM_001004478.2,-0.100830569775502
NM_001004488.2,0.400176840792424
NM_001004489.3,0.0602681439461702
NM_001004490.2,1.03224695504635
NM_001004492.2,0.129562661991691
NM_001004684.1,0
NM_001004687.2,0.131260918174277
NM_001004689.2,0.275125151555497
NM_001004692.2,-0.323874084933651
NM_001004695.2,0.231442763076034
NM_001004711.2,-0.336101874670271
NM_001004713.2,0.116682671219969
NM_001004714.2,0.33443136022611
NM_001004715.5,-0.441626563987879
NM_001004720.3,-0.100830569775502
NM_001004728.2,-0.577285216966082
NM_001004729.2,0.541113035539567
NM_001004733.3,0.320672572402058
NM_001004734.4,0
NM_001004746.4,-0.633687272774432
NM_001004751.3,0.0127109057911944
NM_001004754.3,-0.403766385758387
NM_001004755.2,-1.04066749889297
NM_001004756.3,-0.00718214386929528
NM_001005.5,-0.570938800287229
NM_001005165.2,-0.110510148941384
NM_001005171.3,0
NM_001005176.3,0.320672572402058
NM_001005179.4,-0.208922061046771
NM_001005189.2,-0.129588851361605
NM_001005191.3,0.362964261615256
NM_001005193.2,-0.268989307462149
NM_001005197.2,0.0153741080104617
NM_001005199.2,-0.177130816187192
NM_001005200.2,-0.0369224751290785
NM_001005216.4,0.0384174481132216
NM_001005217.4,0.342084031428409
NM_001005271.3,0
NM_001005281.3,0.407233649797814
NM_001005287.2,-0.100830569775502
NM_001005327.3,-0.222625402942692
NM_001005329.2,0.994872421388744
NM_001005333.2,-0.819169502101495
NM_001005338.2,0.147902013323489
NM_001005339.2,0.319011946312001
NM_001005353.3,0.320672572402058
NM_001005354.3,-0.274133905820035
NM_001005369.1,0
NM_001005376.3,0.649071599347391
NM_001005413.1,0
NM_001005417.2,0
NM_001005465.2,-0.0258221877917774
NM_001005471.2,-0.100830569775502
NM_001005473.3,0
NM_001005474.3,0.235207621307255
NM_001005482.2,0.320672572402058
NM_001005490.2,-0.334350811330439
NM_001005493.2,-0.85379236654896
NM_001005494.2,-0.674472860575536
NM_001005497.2,0.178131779144229
NM_001005501.2,-0.111260097341241
NM_001005502.3,0.918932071284295
NM_001005503.2,-0.437879698156466
NM_001005514.2,-0.714244558140207
NM_001005566.3,0.32067257240206
NM_001005610.4,1.69017396776678
NM_001005735.2,-0.100830569775502
NM_001005753.3,0.447689851854637
NM_001005781.2,-0.722506929609666
NM_001005849.2,-0.290463033967805
NM_001005850.3,-1.31431418585064
NM_001005851.3,0.101276008095787
NM_001005855.2,0.419862946929895
NM_001005910.3,0
NM_001005914.3,-0.389498827762552
NM_001005915.1,-2.04850284266943
NM_001006.5,1.61533945769248
NM_001006115.3,-0.100830569775502
NM_001006612.2,-0.171849629480416
NM_001006613.2,-2.05341287794627
NM_001006614.2,-0.100830569775502
NM_001006615.3,-1.1051832982887
NM_001006618.2,-0.278681285741051
NM_001006620.2,0
NM_001006622.3,-0.114714409667795
NM_001006623.4,-0.253054883472966
NM_001006624.2,1.25216163440345
NM_001006625.2,0.236930919019759
NM_001006635.3,-0.986915182503672
NM_001006636.5,0
NM_001006638.3,-0.478613124358457
NM_001006639.2,-0.460121057953704
NM_001006640.2,-0.311106750511001
NM_001006666.2,0.370614988853649
NM_001006684.2,0
NM_001006933.2,0.392637632646882
NM_001006935.3,0.348610272984933
NM_001006937.3,0.124484397915316
NM_001006941.2,-0.100830569775502
NM_001006943.3,0.904635996794271
NM_001006945.2,-0.0465043328820885
NM_001006947.2,0.907361675308915
NM_001007.5,1.62070730438238
NM_001007022.4,0.32067257240206
NM_001007024.2,-0.133959189917296
NM_001007025.2,-0.331419191639999
NM_001007027.3,0
NM_001007072.2,0.162868682238465
NM_001007073.1,0.150974779425233
NM_001007074.1,0.277805373447879
NM_001007075.2,-0.669107144015959
NM_001007090.3,0.269184380224658
NM_001007094.4,0.719682899257584
NM_001007122.4,-0.0582548336454636
NM_001007169.6,-0.330113968921033
NM_001007188.4,0.0988429899777694
NM_001007189.2,0.300543200925088
NM_001007214.1,-0.168272090303944
NM_001007226.1,0.354827453978379
NM_001007233.3,0.232836016669701
NM_001007234.3,-0.334270684604494
NM_001007240.3,-1.4470041368293
NM_001007241.3,0.679753294423816
NM_001007242.3,0.339295375649988
NM_001007245.3,-0.0444029990883787
NM_001007246.3,0.360540409355927
NM_001007248.3,0.320672572402058
NM_001007278.3,0.180165533936651
NM_001007464.3,0.285731325089972
NM_001007466.3,-0.25196098959008
NM_001007468.3,-0.100830569775502
NM_001007525.5,0.240410286510574
NM_001007531.3,-0.513756527936239
NM_001007532.3,-0.100830569775502
NM_001007538.2,0.775629876997555
NM_001007551.6,0.096659628322516
NM_001007559.3,0.268345864733648
NM_001007561.3,0.0364509163449706
NM_001007563.3,0.609439625719835
NM_001007565.2,0.124484397915316
NM_001008211.1,6.64281826448592e-05
NM_001008212.2,0.605772813724262
NM_001008213.1,-1.25158883636174
NM_001008215.3,0.121061243218226
NM_001008223.2,-0.100830569775502
NM_001008224.3,0.855085647943215
NM_001008228.3,-0.0907995859926559
NM_001008229.3,-1.8886287351232
NM_001008237.3,0.317282154887812
NM_001008274.4,-0.585735458702924
NM_001008388.5,0.115250776542615
NM_001008393.4,-0.100830569775502
NM_001008394.3,0.354827453978379
NM_001008397.4,-0.720729016425303
NM_001008401.4,-0.680102108157395
NM_001008493.3,0.114060319314185
NM_001008496.3,-0.670387032468665
NM_001008503.3,0.101199396461321
NM_001008528.3,0.115263290963868
NM_001008530.3,-0.13447719771875
NM_001008537.3,-0.651513301752107
NM_001008539.4,-0.100830569775502
NM_001008541.1,-0.104008824892139
NM_001008563.5,0
NM_001008564.2,0.0288347659243
NM_001008566.3,0.742392928473407
NM_001008708.4,-0.106266026412042
NM_001008726.3,-0.0444029990883787
NM_001008727.5,-0.503533460528342
NM_001008738.3,0.151118217783813
NM_001008739.2,0.605847582351556
NM_001008749.3,-0.27269891503195
NM_001008778.3,-0.344848491245189
NM_001008779.1,-0.100830569775502
NM_001008781.3,2.31415561798233
NM_001008783.3,-0.366711473495563
NM_001008800.3,0
NM_001008801.2,0.320672572402058
NM_001008844.3,1.27190867645295
NM_001008895.4,0.277257988124347
NM_001008897.2,0.13636554559471
NM_001009.4,0.677098466173266
NM_001009184.2,0
NM_001009185.3,-0.317801950838781
NM_001009552.2,-1.06631873502959
NM_001009568.3,-0.71265071413405
NM_001009608.3,1.62291972102191
NM_001009610.2,-0.200055687688764
NM_001009814.2,-0.832236085035457
NM_001009880.2,0.279264459102061
NM_001009894.3,1.16500732202357
NM_001009899.4,-0.558193711639952
NM_001009909.4,-0.391795375487462
NM_001009922.3,0
NM_001009924.2,-0.104176199222281
NM_001009943.3,-1.03847558578031
NM_001009954.3,0.216840301171792
NM_001009960.1,-0.35216081147001
NM_001009996.3,0.320672572402058
NM_001009997.3,-0.409917865625684
NM_001010.3,1.35776726355821
NM_001010844.4,0.497305972390541
NM_001010846.3,1.91514367582036
NM_001010847.2,-1.24455611778442
NM_001010851.3,0.990955398324556
NM_001010853.3,-0.0138584482454616
NM_001010854.2,-2.08235406641724
NM_001010858.3,1.52288140109561
NM_001010860.4,0.177628244079397
NM_001010866.4,0.0963053686764592
NM_001010867.4,-0.607517962206091
NM_001010868.3,-0.737702228069898
NM_001010872.3,-1.2629487959086
NM_001010874.5,-0.100830569775502
NM_001010879.4,-0.046034532060482
NM_001010883.3,0.876801588207606
NM_001010888.4,0.505659119528608
NM_001010890.3,-0.115323665875687
NM_001010891.5,-0.352560164566588
NM_001010893.3,0.488599273946819
NM_001010895.4,0.421737350022963
NM_001010898.4,-0.287982235806376
NM_001010906.2,0.221362377756288
NM_001010908.2,-0.100830569775502
NM_001010909.5,1.0385250309792
NM_001010915.5,-0.171149393255777
NM_001010917.3,-0.465999362100016
NM_001010919.3,0.320672572402058
NM_001010922.3,-1.776441621433
NM_001010924.2,0
NM_001010934.3,0
NM_001010935.3,-0.745344939700961
NM_001010942.3,0.105798533552125
NM_001010974.2,-0.100830569775502
NM_001010978.4,0.181742359379181
NM_001010979.3,-0.100830569775502
NM_001010980.5,-0.12691507885684
NM_001010982.5,0.147602215269157
NM_001010987.2,-0.309604288581399
NM_001010989.3,0.0532786583588161
NM_001011.4,1.68398988348483
NM_001011513.4,0.884123844343626
NM_001011537.3,-0.251687245018722
NM_001011543.3,-1.3312034315738
NM_001011546.2,0.271809134057874
NM_001011551.3,1.16431590043094
NM_001011552.4,0.104890251381023
NM_001011657.4,0.224881445773568
NM_001011658.4,-0.622240026789015
NM_001011663.2,0.478087498807921
NM_001011699.1,0
NM_001011700.3,0.320672572402058
NM_001011703.3,0.607062977642199
NM_001011708.3,-0.850481184126794
NM_001011713.3,1.0107470818972
NM_001011724.3,-0.431467141634501
NM_001012.2,1.65881857965445
NM_001012270.2,-0.141771400366078
NM_001012271.2,1.05477673217802
NM_001012277.5,0
NM_001012301.4,-0.375058300266236
NM_001012329.2,-0.100830569775502
NM_001012334.2,-0.100830569775502
NM_001012339.3,-0.213995741846116
NM_001012361.4,-0.212942631848204
NM_001012409.4,2.93983127518522
NM_001012411.4,-0.475412010150642
NM_001012412.5,0
NM_001012413.4,-0.309604288581399
NM_001012414.3,0.457804515353621
NM_001012418.5,-0.248927368250292
NM_001012426.2,-0.662171990938239
NM_001012427.2,-0.0137465726995276
NM_001012428.2,-0.277317608368892
NM_001012454.6,1.28071579257138
NM_001012455.2,-0.100830569775502
NM_001012478.2,-1.23401732877043
NM_001012505.2,-0.0281276148506034
NM_001012511.3,1.24013498248279
NM_001012515.4,-1.36974060382564
NM_001012516.2,-0.100830569775502
NM_001012642.3,-0.145339595829926
NM_001012659.2,0.225826289644708
NM_001012662.3,0.0284640727031197
NM_001012664.3,0.102693289470921
NM_001012720.2,-0.100830569775502
NM_001012729.2,0.171738520250062
NM_001012750.3,-0.100830569775502
NM_001012753.2,1.07318120527507
NM_001012755.5,0.690583849600571
NM_001012756.3,-0.206099227493878
NM_001012762.3,0
NM_001012957.2,-0.0129745713185127
NM_001012959.2,0
NM_001012968.3,2.17548349967535
NM_001012978.3,-0.0879084400623515
NM_001012979.3,-0.100830569775502
NM_001012981.5,-0.100830569775502
NM_001012985.2,-1.29269007240494
NM_001012991.3,0.510963978242832
NM_001012993.3,-0.95429937889337
NM_001013.4,0
NM_001013251.3,0.353927551650186
NM_001013258.2,0.265294603616944
NM_001013355.2,0.410069437384356
NM_001013436.4,-0.100830569775502
NM_001013439.3,0.320672572402058
NM_001013615.3,0.0563769872032991
NM_001013619.4,-0.101770278139563
NM_001013620.4,1.53038781640149
NM_001013623.3,0
NM_001013625.4,-1.1131861436778
NM_001013626.4,0.520635550815708
NM_001013627.3,-0.436767543902365
NM_001013635.4,0.374871558415138
NM_001013646.4,0.03501342301809
NM_001013647.2,-0.457019909725918
NM_001013649.4,6.46916388163572
NM_001013653.3,1.62459933318384
NM_001013657.3,0.0296363928663302
NM_001013659.3,1.08746320025286
NM_001013660.4,0.915183680360404
NM_001013661.1,-0.100830569775502
NM_001013663.2,0.174086262140883
NM_001013672.5,-0.203001720629847
NM_001013694.3,-0.679627604737651
NM_001013703.4,0.283616558662547
NM_001013706.3,0.380510710761817
NM_001013734.3,0
NM_001013746.3,-0.322417452241537
NM_001013836.2,0.36160864153565
NM_001013838.3,-0.100830569775502
NM_001013841.2,-0.100830569775502
NM_001013842.3,0.32067257240206
NM_001014.5,0
NM_001014283.2,0.123455526970661
NM_001014342.3,-0.513370745311074
NM_001014380.3,-0.714243380915962
NM_001014436.3,-0.134801299283107
NM_001014446.3,0.348899417743947
NM_001014764.3,0
NM_001014765.2,0.459957290181226
NM_001014831.3,0.554381701648233
NM_001014832.2,0.978099091005167
NM_001014834.3,-0.572194289533456
NM_001014835.2,0.790884387577772
NM_001014837.2,-0.100830569775502
NM_001014839.2,2.26095931644882
NM_001014840.2,0
NM_001014841.2,1.54743184517364
NM_001014842.3,0.0354607575294418
NM_001014972.3,0
NM_001014979.3,-0.290402477054818
NM_001014990.3,-0.227940879996684
NM_001015.5,1.74205545847012
NM_001015000.2,-0.131480092233797
NM_001015048.3,-0.156265184163437
NM_001015049.5,-0.384285866007933
NM_001015052.3,0
NM_001015072.4,0.343005948512735
NM_001015509.3,-0.636399937380691
NM_001015882.3,-0.495439457266744
NM_001015891.2,-0.155559946861317
NM_001016.4,1.02294086436477
NM_001017.3,1.15320173861904
NM_001017361.3,0
